invoice_date,external_invoice_number,branch_code,invoice_type,channel,payment_method,line_number,sku,product_name,category,quantity,unit_price,discount_rate,net_sales,vat_rate,tax_amount,total_amount,currency
2025-01-07,3SC-RYD2-20250107-00151,3SC-RYD2,sale,delivery,cash,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-07,3SC-RYD2-20250107-00152,3SC-RYD2,sale,in_store,card,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.05,23.75,0.15,3.56,27.31,SAR
2025-01-07,3SC-RYD2-20250107-00152,3SC-RYD2,sale,in_store,card,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-07,3SC-RYD2-20250107-00153,3SC-RYD2,sale,delivery,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-07,3SC-RYD2-20250107-00154,3SC-RYD2,sale,take_away,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-07,3SC-RYD2-20250107-00155,3SC-RYD2,sale,in_store,card,1,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.05,24.7,0.15,3.7,28.4,SAR
2025-01-07,3SC-RYD2-20250107-00156,3SC-RYD2,sale,in_store,cash,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-07,3SC-RYD2-20250107-00156,3SC-RYD2,sale,in_store,cash,2,ESP-SGL,Single Espresso,Espresso,2,21.67,0.05,41.17,0.15,6.18,47.35,SAR
2025-01-07,3SC-RYD2-20250107-00157,3SC-RYD2,sale,take_away,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-07,3SC-RYD2-20250107-00157,3SC-RYD2,sale,take_away,card,2,ESP-DBL,Double Espresso,Espresso,2,24.5,0.0,49.0,0.15,7.35,56.35,SAR
2025-01-07,3SC-RYD2-20250107-00157,3SC-RYD2,sale,take_away,card,3,PST-CRS,Butter Croissant,Pastries,2,12.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-07,3SC-RYD2-20250107-00158,3SC-RYD2,sale,delivery,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-07,3SC-RYD2-20250107-00158,3SC-RYD2,sale,delivery,cash,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.1,16.2,0.15,2.43,18.63,SAR
2025-01-07,3SC-RYD2-20250107-00158,3SC-RYD2,sale,delivery,cash,3,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-07,3SC-RYD2-20250107-00159,3SC-RYD2,sale,in_store,cash,1,ESP-SGL,Single Espresso,Espresso,2,21.67,0.1,39.01,0.15,5.85,44.86,SAR
2025-01-07,3SC-RYD2-20250107-00159,3SC-RYD2,sale,in_store,cash,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-07,3SC-RYD2-20250107-00159,3SC-RYD2,sale,in_store,cash,3,LAT-LRG,Latte (Large),Espresso,2,26.5,0.0,53.0,0.15,7.95,60.95,SAR
2025-01-07,3SC-RYD2-20250107-00160,3SC-RYD2,sale,in_store,cash,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-07,3SC-RYD2-20250107-00161,3SC-RYD2,sale,take_away,card,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-08,3SC-RYD-20250108-00162,3SC-RYD,sale,delivery,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-08,3SC-RYD-20250108-00162,3SC-RYD,sale,delivery,cash,2,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-08,3SC-RYD-20250108-00163,3SC-RYD,sale,delivery,card,1,DRP-REG,Drip Coffee,Brewed,2,18.0,0.1,32.4,0.15,4.86,37.26,SAR
2025-01-08,3SC-RYD-20250108-00164,3SC-RYD,sale,take_away,cash,1,CLD-BRW,Cold Brew,Brewed,2,24.0,0.0,48.0,0.15,7.2,55.2,SAR
2025-01-08,3SC-RYD-20250108-00164,3SC-RYD,sale,take_away,cash,2,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-08,3SC-RYD-20250108-00164,3SC-RYD,sale,take_away,cash,3,PST-CRS,Butter Croissant,Pastries,2,12.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-08,3SC-RYD-20250108-00165,3SC-RYD,sale,delivery,card,1,ESP-SGL,Single Espresso,Espresso,2,21.67,0.0,43.34,0.15,6.5,49.84,SAR
2025-01-08,3SC-RYD-20250108-00165,3SC-RYD,sale,delivery,card,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-08,3SC-RYD-20250108-00165,3SC-RYD,sale,delivery,card,3,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.05,12.35,0.15,1.85,14.2,SAR
2025-01-08,3SC-RYD-20250108-00166,3SC-RYD,sale,take_away,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.1,23.85,0.15,3.58,27.43,SAR
2025-01-08,3SC-RYD-20250108-00166,3SC-RYD,sale,take_away,cash,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.05,12.35,0.15,1.85,14.2,SAR
2025-01-08,3SC-RYD-20250108-00166,3SC-RYD,sale,take_away,cash,3,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-08,3SC-RYD-20250108-00167,3SC-RYD,sale,delivery,card,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-08,3SC-RYD-20250108-00167,3SC-RYD,sale,delivery,card,2,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-08,3SC-RYD-20250108-00167,3SC-RYD,sale,delivery,card,3,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-08,3SC-RYD-20250108-00168,3SC-RYD,sale,take_away,cash,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.05,20.59,0.15,3.09,23.68,SAR
2025-01-08,3SC-RYD-20250108-00168,3SC-RYD,sale,take_away,cash,2,ESP-DBL,Double Espresso,Espresso,2,24.5,0.05,46.55,0.15,6.98,53.53,SAR
2025-01-08,3SC-RYD-20250108-00168,3SC-RYD,sale,take_away,cash,3,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-08,3SC-RYD-20250108-00169,3SC-RYD,sale,in_store,cash,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.05,23.75,0.15,3.56,27.31,SAR
2025-01-08,3SC-RYD-20250108-00169,3SC-RYD,sale,in_store,cash,2,ESP-SGL,Single Espresso,Espresso,2,21.67,0.1,39.01,0.15,5.85,44.86,SAR
2025-01-08,3SC-RYD-20250108-00170,3SC-RYD,sale,in_store,cash,1,ESP-SGL,Single Espresso,Espresso,2,21.67,0.0,43.34,0.15,6.5,49.84,SAR
2025-01-08,3SC-RYD-20250108-00170,3SC-RYD,sale,in_store,cash,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-08,3SC-RYD-20250108-00171,3SC-RYD,sale,delivery,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-08,3SC-RYD-20250108-00171,3SC-RYD,sale,delivery,cash,2,PST-CRS,Butter Croissant,Pastries,1,12.0,0.05,11.4,0.15,1.71,13.11,SAR
2025-01-08,3SC-RYD-20250108-00171,3SC-RYD,sale,delivery,cash,3,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-08,3SC-RYD2-20250108-00172,3SC-RYD2,sale,take_away,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-08,3SC-RYD2-20250108-00172,3SC-RYD2,sale,take_away,card,2,DRP-REG,Drip Coffee,Brewed,2,18.0,0.05,34.2,0.15,5.13,39.33,SAR
2025-01-08,3SC-RYD2-20250108-00173,3SC-RYD2,sale,take_away,cash,1,DRP-REG,Drip Coffee,Brewed,2,18.0,0.0,36.0,0.15,5.4,41.4,SAR
2025-01-08,3SC-RYD2-20250108-00173,3SC-RYD2,sale,take_away,cash,2,PST-CRS,Butter Croissant,Pastries,1,12.0,0.1,10.8,0.15,1.62,12.42,SAR
2025-01-08,3SC-RYD2-20250108-00173,3SC-RYD2,sale,take_away,cash,3,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.05,23.75,0.15,3.56,27.31,SAR
2025-01-08,3SC-RYD2-20250108-00174,3SC-RYD2,sale,delivery,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-08,3SC-RYD2-20250108-00174,3SC-RYD2,sale,delivery,card,2,ESP-SGL,Single Espresso,Espresso,2,21.67,0.05,41.17,0.15,6.18,47.35,SAR
2025-01-08,3SC-RYD2-20250108-00175,3SC-RYD2,sale,in_store,cash,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-08,3SC-RYD2-20250108-00175,3SC-RYD2,sale,in_store,cash,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.1,16.2,0.15,2.43,18.63,SAR
2025-01-08,3SC-RYD2-20250108-00175,3SC-RYD2,sale,in_store,cash,3,PST-CRS,Butter Croissant,Pastries,1,12.0,0.1,10.8,0.15,1.62,12.42,SAR
2025-01-08,3SC-RYD2-20250108-00176,3SC-RYD2,sale,in_store,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-08,3SC-RYD2-20250108-00176,3SC-RYD2,sale,in_store,cash,2,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-08,3SC-RYD2-20250108-00176,3SC-RYD2,sale,in_store,cash,3,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-08,3SC-RYD2-20250108-00177,3SC-RYD2,sale,take_away,card,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-08,3SC-RYD2-20250108-00178,3SC-RYD2,sale,take_away,card,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.05,11.4,0.15,1.71,13.11,SAR
2025-01-08,3SC-RYD2-20250108-00178,3SC-RYD2,sale,take_away,card,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-08,3SC-RYD2-20250108-00179,3SC-RYD2,sale,delivery,card,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-08,3SC-RYD2-20250108-00179,3SC-RYD2,sale,delivery,card,2,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-08,3SC-RYD2-20250108-00179,3SC-RYD2,sale,delivery,card,3,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-08,3SC-RYD2-20250108-00180,3SC-RYD2,sale,take_away,cash,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-08,3SC-RYD2-20250108-00180,3SC-RYD2,sale,take_away,cash,2,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-08,3SC-RYD2-20250108-00180,3SC-RYD2,sale,take_away,cash,3,ESP-SGL,Single Espresso,Espresso,1,21.67,0.1,19.5,0.15,2.92,22.42,SAR
2025-01-08,3SC-RYD2-20250108-00181,3SC-RYD2,sale,in_store,card,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-08,3SC-RYD2-20250108-00181,3SC-RYD2,sale,in_store,card,2,LAT-LRG,Latte (Large),Espresso,2,26.5,0.1,47.7,0.15,7.16,54.86,SAR
2025-01-08,3SC-RYD2-20250108-00181,3SC-RYD2,sale,in_store,card,3,CLD-BRW,Cold Brew,Brewed,2,24.0,0.05,45.6,0.15,6.84,52.44,SAR
2025-01-08,3SC-RYD2-20250108-00182,3SC-RYD2,sale,in_store,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-08,3SC-RYD2-20250108-00182,3SC-RYD2,sale,in_store,card,2,DRP-REG,Drip Coffee,Brewed,2,18.0,0.05,34.2,0.15,5.13,39.33,SAR
2025-01-08,3SC-RYD2-20250108-00183,3SC-RYD2,sale,take_away,card,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.05,17.1,0.15,2.56,19.66,SAR
2025-01-08,3SC-RYD2-20250108-00183,3SC-RYD2,sale,take_away,card,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-08,3SC-RYD2-20250108-00184,3SC-RYD2,sale,delivery,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-08,3SC-RYD2-20250108-00184,3SC-RYD2,sale,delivery,card,2,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.0,26.0,0.15,3.9,29.9,SAR
2025-01-09,3SC-RYD-20250109-00185,3SC-RYD,sale,in_store,card,1,PST-CRS,Butter Croissant,Pastries,2,12.0,0.1,21.6,0.15,3.24,24.84,SAR
2025-01-09,3SC-RYD-20250109-00185,3SC-RYD,sale,in_store,card,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.05,17.1,0.15,2.56,19.66,SAR
2025-01-09,3SC-RYD-20250109-00186,3SC-RYD,sale,delivery,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-09,3SC-RYD-20250109-00187,3SC-RYD,sale,in_store,cash,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-09,3SC-RYD-20250109-00187,3SC-RYD,sale,in_store,cash,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-09,3SC-RYD-20250109-00188,3SC-RYD,sale,take_away,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-09,3SC-RYD-20250109-00188,3SC-RYD,sale,take_away,card,2,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.1,22.5,0.15,3.38,25.88,SAR
2025-01-09,3SC-RYD-20250109-00189,3SC-RYD,sale,in_store,cash,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.05,11.4,0.15,1.71,13.11,SAR
2025-01-09,3SC-RYD-20250109-00190,3SC-RYD,sale,in_store,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-09,3SC-RYD-20250109-00190,3SC-RYD,sale,in_store,cash,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.05,17.1,0.15,2.56,19.66,SAR
2025-01-09,3SC-RYD-20250109-00190,3SC-RYD,sale,in_store,cash,3,ESP-SGL,Single Espresso,Espresso,1,21.67,0.1,19.5,0.15,2.92,22.42,SAR
2025-01-09,3SC-RYD-20250109-00191,3SC-RYD,sale,delivery,cash,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-09,3SC-RYD-20250109-00192,3SC-RYD,sale,in_store,cash,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-09,3SC-RYD-20250109-00192,3SC-RYD,sale,in_store,cash,2,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.0,26.0,0.15,3.9,29.9,SAR
2025-01-09,3SC-RYD-20250109-00193,3SC-RYD,sale,in_store,card,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-09,3SC-RYD-20250109-00193,3SC-RYD,sale,in_store,card,2,PST-CRS,Butter Croissant,Pastries,1,12.0,0.05,11.4,0.15,1.71,13.11,SAR
2025-01-09,3SC-RYD-20250109-00194,3SC-RYD,sale,in_store,card,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.05,23.75,0.15,3.56,27.31,SAR
2025-01-09,3SC-RYD-20250109-00194,3SC-RYD,sale,in_store,card,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-09,3SC-RYD-20250109-00194,3SC-RYD,sale,in_store,card,3,LAT-LRG,Latte (Large),Espresso,2,26.5,0.1,47.7,0.15,7.16,54.86,SAR
2025-01-09,3SC-RYD-20250109-00195,3SC-RYD,sale,delivery,card,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-09,3SC-RYD-20250109-00196,3SC-RYD,sale,in_store,cash,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.1,23.85,0.15,3.58,27.43,SAR
2025-01-09,3SC-RYD-20250109-00196,3SC-RYD,sale,in_store,cash,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-09,3SC-RYD-20250109-00197,3SC-RYD,sale,in_store,cash,1,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.1,45.0,0.15,6.75,51.75,SAR
2025-01-09,3SC-RYD-20250109-00197,3SC-RYD,sale,in_store,cash,2,PST-CRS,Butter Croissant,Pastries,1,12.0,0.05,11.4,0.15,1.71,13.11,SAR
2025-01-09,3SC-RYD2-20250109-00198,3SC-RYD2,sale,delivery,card,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-09,3SC-RYD2-20250109-00199,3SC-RYD2,sale,delivery,card,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-09,3SC-RYD2-20250109-00200,3SC-RYD2,sale,in_store,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-09,3SC-RYD2-20250109-00200,3SC-RYD2,sale,in_store,card,2,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-09,3SC-RYD2-20250109-00200,3SC-RYD2,sale,in_store,card,3,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-09,3SC-RYD2-20250109-00201,3SC-RYD2,sale,delivery,card,1,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.0,25.0,0.15,3.75,28.75,SAR
2025-01-09,3SC-RYD2-20250109-00201,3SC-RYD2,sale,delivery,card,2,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.05,24.7,0.15,3.7,28.4,SAR
2025-01-09,3SC-RYD2-20250109-00201,3SC-RYD2,sale,delivery,card,3,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-09,3SC-RYD2-20250109-00202,3SC-RYD2,sale,take_away,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
2025-01-09,3SC-RYD2-20250109-00202,3SC-RYD2,sale,take_away,cash,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.05,25.17,0.15,3.78,28.95,SAR
2025-01-09,3SC-RYD2-20250109-00203,3SC-RYD2,sale,take_away,cash,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.1,19.5,0.15,2.92,22.42,SAR
2025-01-09,3SC-RYD2-20250109-00203,3SC-RYD2,sale,take_away,cash,2,CAP-LRG,Cappuccino (Large),Espresso,1,25.0,0.05,23.75,0.15,3.56,27.31,SAR
2025-01-09,3SC-RYD2-20250109-00204,3SC-RYD2,sale,delivery,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-09,3SC-RYD2-20250109-00204,3SC-RYD2,sale,delivery,card,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-09,3SC-RYD2-20250109-00205,3SC-RYD2,sale,take_away,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-09,3SC-RYD2-20250109-00206,3SC-RYD2,sale,take_away,cash,1,LAT-LRG,Latte (Large),Espresso,2,26.5,0.05,50.35,0.15,7.55,57.9,SAR
2025-01-09,3SC-RYD2-20250109-00206,3SC-RYD2,sale,take_away,cash,2,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.05,47.5,0.15,7.12,54.62,SAR
2025-01-09,3SC-RYD2-20250109-00206,3SC-RYD2,sale,take_away,cash,3,DRP-REG,Drip Coffee,Brewed,1,18.0,0.05,17.1,0.15,2.56,19.66,SAR
2025-01-09,3SC-RYD2-20250109-00207,3SC-RYD2,sale,take_away,cash,1,DRP-REG,Drip Coffee,Brewed,1,18.0,0.1,16.2,0.15,2.43,18.63,SAR
2025-01-09,3SC-RYD2-20250109-00207,3SC-RYD2,sale,take_away,cash,2,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-09,3SC-RYD2-20250109-00207,3SC-RYD2,sale,take_away,cash,3,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-09,3SC-RYD2-20250109-00208,3SC-RYD2,sale,take_away,cash,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-09,3SC-RYD2-20250109-00209,3SC-RYD2,sale,delivery,cash,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.05,23.27,0.15,3.49,26.76,SAR
2025-01-09,3SC-RYD2-20250109-00209,3SC-RYD2,sale,delivery,cash,2,LAT-LRG,Latte (Large),Espresso,1,26.5,0.0,26.5,0.15,3.97,30.47,SAR
2025-01-09,3SC-RYD2-20250109-00209,3SC-RYD2,sale,delivery,cash,3,CLD-BRW,Cold Brew,Brewed,2,24.0,0.05,45.6,0.15,6.84,52.44,SAR
2025-01-10,3SC-RYD-20250110-00210,3SC-RYD,sale,take_away,cash,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-10,3SC-RYD-20250110-00211,3SC-RYD,sale,take_away,cash,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-10,3SC-RYD-20250110-00211,3SC-RYD,sale,take_away,cash,2,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-10,3SC-RYD-20250110-00211,3SC-RYD,sale,take_away,cash,3,PST-CRS,Butter Croissant,Pastries,1,12.0,0.1,10.8,0.15,1.62,12.42,SAR
2025-01-10,3SC-RYD-20250110-00212,3SC-RYD,sale,in_store,cash,1,ESP-SGL,Single Espresso,Espresso,2,21.67,0.05,41.17,0.15,6.18,47.35,SAR
2025-01-10,3SC-RYD-20250110-00213,3SC-RYD,sale,delivery,card,1,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.0,13.0,0.15,1.95,14.95,SAR
2025-01-10,3SC-RYD-20250110-00213,3SC-RYD,sale,delivery,card,2,CLD-BRW,Cold Brew,Brewed,1,24.0,0.0,24.0,0.15,3.6,27.6,SAR
2025-01-10,3SC-RYD-20250110-00213,3SC-RYD,sale,delivery,card,3,ESP-DBL,Double Espresso,Espresso,1,24.5,0.1,22.05,0.15,3.31,25.36,SAR
2025-01-10,3SC-RYD-20250110-00214,3SC-RYD,sale,delivery,card,1,LAT-LRG,Latte (Large),Espresso,1,26.5,0.05,25.17,0.15,3.78,28.95,SAR
2025-01-10,3SC-RYD-20250110-00214,3SC-RYD,sale,delivery,card,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.05,20.59,0.15,3.09,23.68,SAR
2025-01-10,3SC-RYD-20250110-00215,3SC-RYD,sale,in_store,cash,1,LAT-LRG,Latte (Large),Espresso,2,26.5,0.0,53.0,0.15,7.95,60.95,SAR
2025-01-10,3SC-RYD-20250110-00216,3SC-RYD,sale,delivery,card,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.1,10.8,0.15,1.62,12.42,SAR
2025-01-10,3SC-RYD-20250110-00217,3SC-RYD,sale,in_store,card,1,PST-CRS,Butter Croissant,Pastries,1,12.0,0.0,12.0,0.15,1.8,13.8,SAR
2025-01-10,3SC-RYD-20250110-00217,3SC-RYD,sale,in_store,card,2,ESP-SGL,Single Espresso,Espresso,1,21.67,0.05,20.59,0.15,3.09,23.68,SAR
2025-01-10,3SC-RYD-20250110-00218,3SC-RYD,sale,delivery,card,1,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.1,45.0,0.15,6.75,51.75,SAR
2025-01-10,3SC-RYD-20250110-00218,3SC-RYD,sale,delivery,card,2,PST-MFN,Blueberry Muffin,Pastries,1,13.0,0.1,11.7,0.15,1.75,13.45,SAR
2025-01-10,3SC-RYD-20250110-00218,3SC-RYD,sale,delivery,card,3,PST-CRS,Butter Croissant,Pastries,1,12.0,0.1,10.8,0.15,1.62,12.42,SAR
2025-01-10,3SC-RYD2-20250110-00219,3SC-RYD2,sale,in_store,cash,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.1,21.6,0.15,3.24,24.84,SAR
2025-01-10,3SC-RYD2-20250110-00219,3SC-RYD2,sale,in_store,cash,2,ESP-DBL,Double Espresso,Espresso,2,24.5,0.1,44.1,0.15,6.62,50.72,SAR
2025-01-10,3SC-RYD2-20250110-00220,3SC-RYD2,sale,delivery,card,1,CLD-BRW,Cold Brew,Brewed,1,24.0,0.05,22.8,0.15,3.42,26.22,SAR
2025-01-10,3SC-RYD2-20250110-00220,3SC-RYD2,sale,delivery,card,2,CAP-LRG,Cappuccino (Large),Espresso,2,25.0,0.0,50.0,0.15,7.5,57.5,SAR
2025-01-10,3SC-RYD2-20250110-00221,3SC-RYD2,sale,take_away,cash,1,ESP-SGL,Single Espresso,Espresso,1,21.67,0.0,21.67,0.15,3.25,24.92,SAR
2025-01-10,3SC-RYD2-20250110-00222,3SC-RYD2,sale,delivery,card,1,ESP-DBL,Double Espresso,Espresso,1,24.5,0.0,24.5,0.15,3.67,28.17,SAR
2025-01-10,3SC-RYD2-20250110-00223,3SC-RYD2,sale,take_away,card,1,PST-MFN,Blueberry Muffin,Pastries,2,13.0,0.05,24.7,0.15,3.7,28.4,SAR
2025-01-10,3SC-RYD2-20250110-00223,3SC-RYD2,sale,take_away,card,2,DRP-REG,Drip Coffee,Brewed,1,18.0,0.0,18.0,0.15,2.7,20.7,SAR
